"LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
5,28,10,400,135.4368,6,0.0051595361,37.9968,50.5143,4.0762,10
6,17,24,850,215.706,5,0.0058090915,22.2445,35.5887,5.2481,10
5,17,20,700,122.451,5,0.0049014628,34.8468,47.9171,3.9197,8
4,18,28,500,95.0922,5,0.0025156212,31.9675,64.5806,6.4355,5
5,26,6,350,163.2738,5,0.0038374949,36.8161,52.88,5.02,5
3,18,10,300,99.705,7,0.003569946,53.4111,63.314,4.7384,9
2,17,14,243,52.3722,2,0.002736215,75.9236,77.2152,3.3797,4
4,25,12,280,95.754,6,0.0031873743,46.4818,71.0485,4.0655,8
6,18,20,700,173.2314,6,0.0050631202,17.592,34.6933,4.91,4
5,18,20,500,82.0194,3,0.0031058439,55.604,75.3026,4.2533,9
3,19,30,1000,99.207,2,0.0034562212,42.3676,66.5201,4.9231,9
3,20,8,200,65.9718,7,0.003247782,55.4754,65.9187,3.5447,4
6,23,28,900,124.1148,4,0.0039784079,26.1898,48.3789,5.2489,9
4,21,8,450,130.9572,7,0.0029721595,48.2881,72.4388,4.8101,9
3,20,20,400,119.1078,3,0.0038053013,25.8125,56.3614,5.0966,5
5,17,42,1320,91.5216,5,0.0023525474,41.4286,85.4393,6.7155,9
6,23,8,4000,142.7916,3,0.0045906132,23.2822,45.4627,5.0616,7
4,24,10,300,61.2018,5,0.0034144719,46.7241,75.6447,2.7077,8
5,19,20,730,136.7616,1,0.0034390325,22.7273,56.423,6.565,5
3,24,14,300,91.221,2,0.0026066179,34.9371,78.1944,6.1667,5
6,19,56,2000,186.2586,6,0.0043343573,28.3253,44.5285,7.1532,7
5,19,16,730,183.4848,5,0.0036271385,29.6047,38.0578,8.0289,3
6,19,24,1000,132.9258,5,0.0045866118,24.9762,45.1207,4.9052,7
6,22,42,1460,134.2086,4,0.0034152149,36.6267,53.7248,6.3716,6
6,20,28,800,230.0214,5,0.0025464104,42.1138,54.5161,10.1935,5
5,20,28,450,99.5286,3,0.0023420973,37.7049,62.1935,7.371,3
1,24,10,300,54.045,3,0.0021965396,63.2248,96.2462,4.5538,3
5,22,6,200,76.611,3,0.0034969145,37.7215,60.521,4.0546,7
5,21,16,780,103.1706,5,0.0032516071,44.8,60.3831,5.433,5
5,25,14,730,112.9272,5,0.0039465089,23.6313,52.4874,5.1908,8
6,20,28,400,136.3812,5,0.0045704566,37.4355,51.3461,5.1878,9
3,17,6,450,146.9388,3,0.0027322404,44.4848,74.44,8.03,3
5,21,16,400,173.0568,3,0.0034004202,26.459,52.7154,7.2276,4
6,24,16,450,208.695,7,0.0028297711,20.6966,37.3408,9.7318,6
6,21,36,1200,164.5494,5,0.003233012,27.0868,51.4182,8.3045,8
4,22,12,1000,62.943,3,0.0023720173,55.609,84.1791,5.1493,6
2,21,14,250,82.374,7,0.0026431797,34.0136,75.1186,5.4136,7
3,21,4,100,59.3184,0,0.0024829739,60.5747,81.0743,4.2229,4
5,18,56,1650,184.2078,3,0.003611764,20.8924,54.3175,7.4087,6
5,23,56,1200,100.1874,5,0.002965925,45.4872,71.2204,6.5623,8
5,19,20,425,117.318,4,0.003526346,34.0136,50.4542,5.6644,7
2,16,20,100,30.9402,1,0.0020891365,73.5385,141.3939,2.5303,3
4,24,14,700,79.2696,4,0.0030128732,32.4275,72.303,4.6894,3
3,34,8,200,58.9332,5,0.0015776375,21.7714,84.507,6.507,6
4,21,4,100,66.3678,3,0.0027302321,46.7053,69.3462,4.2212,6
3,35,4,150,47.6058,2,0.0025159126,69.5172,67.0769,3.4103,6
6,27,28,1300,191.2926,9,0.004092713,50.516,56.0067,4.0875,6
5,20,28,1500,186.4278,7,0.0042300259,30.3585,47.5259,5.2112,9
5,21,6,200,111.5274,2,0.0037447045,40.8108,60.3367,5.1785,7
6,22,84,800,250.299,10,0.0044453425,28.0091,43.1273,5.1636,7
4,23,12,450,142.5444,6,0.0027661929,33.0233,54.2462,8.2462,5
5,23,42,2000,249.3198,6,0.003432072,39.2662,50.5376,6.7563,8
5,22,14,1000,136.4202,3,0.0034320438,42.49,59.3815,7.1122,10
4,20,24,1145,174.627,5,0.0031297816,49.3034,62.3556,5.5778,3
2,22,20,700,94.0836,3,0.0034865293,22.9313,59.7576,6.8636,2
5,20,12,700,91.773,4,0.0035026865,26.9463,59.8447,4.0388,8
5,25,8,350,86.4678,4,0.0030072419,47.4885,68.7245,5.3929,7
2,17,16,650,80.6232,4,0.0026267358,38.5815,66.9936,5.7962,9
3,29,10,366,72.7032,4,0.0025072242,57.6752,64.7458,5.322,5
4,18,8,500,154.7022,10,0.0048106093,21.8165,35.8018,5.5736,6
4,24,28,600,69.9984,4,0.002485712,53.2063,67.685,4.3701,5
2,23,4,800,63.7386,1,0.0018491371,53.6364,89.2613,6.4595,7
6,19,14,600,129.6288,3,0.0051652893,35.3605,44.2576,3.9898,7
5,24,6,700,72.459,3,0.002295558,28.3448,82.8376,5.8803,5
3,22,4,400,158.3544,2,0.0032332511,41.6596,65.4134,5.7668,6
4,23,10,300,80.2752,6,0.0030281008,77.0256,70.7574,5.2834,11
6,20,20,1260,187.6308,4,0.0038524237,21.08,45.7166,6.5928,6
4,17,30,450,72.2124,2,0.0025280675,55.9683,77.3543,4.7874,4
4,20,6,400,93.567,1,0.0036532217,56.4575,59.6608,4.348,8
5,21,12,450,147.588,4,0.0047054769,40.678,47.2901,4.7268,7
2,22,12,100,67.8552,3,0.0025751376,34.069,76.3014,4.7466,5
5,17,10,300,156.7506,5,0.0043243838,35.1837,48.8448,4.7379,7
5,22,20,800,155.4156,4,0.003764662,36.6874,46.5124,7.6488,7
2,16,42,900,65.6202,3,0.00334491,59.1282,71.5234,3.3957,6
2,43,10,730,86.0586,5,0.0025102175,50.0606,79.9598,4.3568,7
6,21,20,800,178.2396,3,0.0046142656,27.3877,47.9409,6.3793,7
6,20,24,900,156.5256,9,0.004948418,28.95,42.0948,5.4738,5
5,28,20,730,111.5724,4,0.0041157518,45.1388,50.3866,4.7255,10
1,18,2,80,39.8712,4,0.0026101754,62.1556,102.453,2.9282,5
5,18,14,800,110.7012,2,0.0049312117,56.7308,42.2569,3.3277,13
6,20,28,900,193.8072,5,0.0059783832,27.6604,38.4105,3.6196,9
4,23,14,900,82.7364,5,0.0027804845,35.2485,71.1782,4.9063,11
6,22,6,750,154.4874,6,0.0039251419,28.1435,50.2857,6.4509,7
6,30,28,1500,123.3774,4,0.0040212878,34.2262,55.3353,4.8813,10
5,18,10,300,111.1386,4,0.0030504714,64.1379,67.1818,5.4659,3
6,20,8,500,241.992,6,0.0057573074,17.9054,29.9371,5.2745,5
5,16,10,800,116.5392,5,0.0038577995,27.8863,57.6548,5.3144,6
5,18,28,700,157.6536,5,0.0043638334,23.0215,51.152,5.6039,9
4,19,10,300,92.7486,5,0.002969656,55.8667,76.6445,4.9858,7
5,24,8,400,147.6786,5,0.0037507896,22.6761,57.1368,6.4561,5
3,16,12,650,73.677,3,0.0028133792,40.0748,70.8889,4.9259,2
3,21,2,200,72.5712,4,0.0035147878,49.1534,62.9268,3.7561,4
4,21,16,2700,96.4116,3,0.0028663561,29.822,61.4167,6.3125,7
3,22,20,500,110.5272,2,0.0030172229,41.9857,73.3808,6.3559,6
5,21,28,730,144.4626,4,0.0041134372,28.3265,47.4146,5.2846,5
3,21,20,100,88.0062,1,0.0035187668,82.5817,60.1905,4.3452,6
2,18,20,180,91.8954,0,0.0029399412,36.0721,58.4643,5.4554,5
4,18,8,650,209.8026,4,0.0052399036,16.4755,36.2369,5.8432,6
4,20,6,150,61.9542,2,0.0035146811,39.7906,62.4792,3.3073,3
2,20,12,400,103.2642,1,0.0029880478,39.3204,66.8599,6.2609,6
2,24,10,60,71.7522,7,0.0022706209,46.0274,87.9184,5.3537,5
6,23,36,2000,124.098,5,0.0050317797,45.9842,43.8105,3.5105,5
4,20,12,750,71.7912,4,0.002827367,48.5643,81.2397,4.2934,8
2,17,8,40,37.3692,2,0.0017753742,84.8125,116.3692,3.7692,3
6,19,24,1000,140.874,8,0.0036430684,39.902,52.2249,5.0122,7
3,25,14,500,104.1798,3,0.0033602151,37.4337,67.7571,4.7714,4
5,27,6,200,143.4288,2,0.0030574685,35.8824,54.7184,5.9515,4
3,26,12,800,64.548,0,0.0024558941,42.3385,75.5102,4.3316,6
3,27,20,700,52.869,3,0.0023034118,38.48,91.2871,4.2574,7
6,21,24,730,155.502,7,0.0029761905,28.3922,54.1073,7.4,5
3,22,16,800,85.2612,2,0.0028703995,61.9931,77.9315,5.4692,10
5,19,14,200,109.7646,4,0.0053986521,21.2511,42.879,3.4586,7
6,20,12,600,213.3366,5,0.0053177966,24.624,33.5777,5.6215,6
4,18,8,400,72.1902,5,0.0026981947,24.9756,72.3394,4.9152,7
4,27,8,500,97.842,3,0.0025849335,34.991,57.8214,5.9018,5
6,23,24,1400,311.0094,7,0.0052120669,12.7931,36.9857,4.4928,7
6,16,28,1500,109.5564,10,0.0028059528,58,66.9926,6.0148,6
6,17,20,1000,137.685,5,0.0034769486,27.9145,52.6809,6.6766,7
2,34,8,600,73.743,9,0.002410772,62.6667,86.1951,5.75,13
4,28,12,100,63.3156,5,0.0026577062,56.3363,92.5639,4.2026,8
5,25,4,830,175.2924,3,0.0030678992,53.1327,74.5551,4.2907,7
5,18,8,750,181.881,0,0.0032972733,20.8588,60.8764,6.1236,5
3,18,6,200,52.9224,0,0.0024918915,46.4,71.9683,3.7302,5
5,29,28,1000,90.228,0,0.0026842467,50.6129,76.16,5.872,6
5,16,24,500,158.3616,4,0.0043510324,28.6006,44.4294,5.7853,9
3,18,20,600,79.6956,2,0.002704283,64.4163,73.7658,5.2838,8
6,17,28,700,214.8654,3,0.00438664,19.4956,41.3333,6.4006,7
6,21,12,1000,119.499,4,0.0037746881,36.7235,53.3253,5.4191,10
4,19,8,120,50.838,0,0.0017453457,45.3548,84.5714,4.8095,4
5,21,28,1200,131.4936,3,0.0038679642,53.6909,54.0814,4.8507,5
3,16,28,3,69.5748,3,0.0036233617,57.3775,69.4389,3.3234,7
6,24,10,550,197.07,4,0.0031324837,21.1781,56.6143,9.1263,6
4,16,24,350,129.3876,3,0.0037168638,25.388,53.4717,5.5629,9
6,20,24,1100,206.6238,7,0.0047755797,23.875,46.6281,5.9399,6
5,20,8,700,111.2382,1,0.0025856925,42.3742,70.9487,7.3974,6
4,17,10,350,151.65,4,0.0041456809,44.2989,45.2149,5.6246,7
6,24,36,2000,131.3226,6,0.004456489,28.8542,52.3108,4.0169,6
3,17,14,360,112.1214,8,0.0031726892,43.1125,69.8193,6.7445,8
5,26,8,500,67.332,2,0.0026975477,46.9796,78.0606,3.8687,4
6,26,12,450,136.6296,5,0.0039855808,34.8115,57.6178,5.4618,8
2,17,6,800,71.4978,6,0.0024413099,61.6244,89.2727,4.9091,7
5,20,20,70,98.4912,7,0.0036404611,33.1821,59.3929,4.5595,8
5,26,8,800,164.571,4,0.0060402811,26.9159,42.1586,4.4323,10
4,24,14,700,72.2544,6,0.0025131369,47.6806,95.6818,4.6742,6
3,32,12,200,52.3182,4,0.0022818688,46.7692,88.339,3.9237,6
3,17,8,125,87.4092,4,0.0031304783,45.2121,84.76,4.96,3
6,24,56,2300,165.303,7,0.0046124142,29.9067,42.9044,4.8088,7
5,19,24,800,158.0754,4,0.0043992301,19.4353,38.7031,5.6836,7
4,16,4,1000,118.3608,5,0.0028676104,36.094,79.6923,6.1438,5
3,26,10,1000,72.9042,2,0.00261863,51.0467,78.9023,4.1349,6
5,19,14,1000,130.7874,5,0.0037165608,32.0741,45.4776,6.3588,7
6,21,28,1500,178.3326,6,0.0037650602,30.9535,51.961,6.5488,10
3,22,20,800,77.5146,5,0.0029779269,34.6066,80.1633,4.4245,5
5,25,14,400,88.4334,4,0.0020198881,31.931,84.6154,7.6581,6
6,21,28,1300,103.8936,9,0.0027685701,24.137,66.0408,6.2381,4
4,28,8,600,63.6066,2,0.0025002874,47.3064,86.9195,4.5115,7
3,29,6,1000,38.7666,4,0.0022058339,103.4157,111.8358,3.0634,7
7,22,28,1250,143.7066,8,0.0055471249,32.0741,47.3567,3.5416,8
4,22,20,750,114.8028,4,0.0032184665,30.7786,60.9302,6.686,8
6,20,20,730,134.61,5,0.0055932011,28.461,41.1574,3.6007,8
5,27,6,600,107.7972,2,0.0026562833,52.0161,66.0884,7.3936,8
5,27,10,1000,152.9214,6,0.002503962,33.4013,47.8228,9.4747,3
6,17,14,750,161.6112,6,0.0045117305,29.2146,41.473,5.6143,9
6,19,28,550,162.6486,7,0.0038399817,25.9476,49.8955,6.9142,9
4,20,6,200,80.8956,7,0.0035691654,54.5445,56.3864,3.893,7
6,17,6,500,191.5086,5,0.0063499609,26.0295,36.8984,4.9171,10
6,22,12,1000,169.4076,8,0.0054465935,24.24,42.3541,4.9002,7
5,22,6,300,146.9736,0,0.0044853479,31.3309,44.8,4.5889,4
5,21,20,800,109.8738,5,0.0039706244,32.9313,55.5398,4.3695,11
4,24,10,800,126.9336,3,0.0048858575,23.8171,50.1425,4.0912,8
6,22,20,700,132.6198,6,0.0041142426,33.1534,52.7584,5.5413,8
4,22,20,300,121.2762,9,0.0033413148,39.3072,62.1368,5.6678,6
5,17,20,750,117.6066,2,0.002866069,25.7333,57.2322,7.327,6
4,24,10,336,83.2626,1,0.0023312319,32.2857,72.169,6.2535,3
4,18,2,400,73.7772,2,0.0027835769,57.009,60.1071,5.0089,3
5,16,10,800,151.8942,4,0.003104893,26.439,47.759,6.6988,3
5,17,8,300,61.1094,5,0.0027788766,39.9286,90.6619,3.7473,5
3,17,24,600,69.7362,6,0.002727743,37.4892,78.9655,4.4181,6
4,22,6,800,106.2234,4,0.0029300567,49.1111,62.5069,6.0415,9
3,19,14,90,109.4916,0,0.001719283,30.6349,82.2362,10.3465,6
3,16,6,200,91.3188,5,0.0026644138,34.549,74.6732,6.3512,7
5,25,20,1000,155.262,1,0.0027632405,47.9087,76.1212,6.947,6
5,19,12,800,149.9052,2,0.004878166,41.521,43.931,4.6847,6
5,25,12,700,105.0456,8,0.0034815436,23.7295,61.2048,5.3663,6
2,26,20,650,88.5954,4,0.0021729015,61.7339,71.0921,7.6595,7
4,18,10,500,113.2068,6,0.0037485006,40.3529,61.1307,4.6987,8
2,16,24,900,82.5966,1,0.0026903974,56.6486,75.9385,5.1231,6
4,25,6,250,91.7862,2,0.0031650547,44.1,68.6957,5.1304,6
2,19,4,24,70.1142,2,0.002462845,63.0957,73.5517,5.2328,5
5,24,16,1000,121.848,4,0.0046938699,38.3633,47.5857,4.3327,9
2,22,42,150,94.0596,6,0.0030064396,64.4569,75.3892,5.1957,9
6,16,0,365,86.1174,3,0.002544277,54.3158,66.026,6.1299,4
1,18,24,900,46.5588,3,0.0022226227,42.0136,95.027,3.8108,5
2,16,20,100,53.5938,2,0.0027061026,65.0217,84.3459,3.1405,4
2,22,8,12,39.2142,6,0.0019919739,89.5385,108.4526,3.4015,7
1,16,8,72,70.41,6,0.0027045633,103.7568,88.2303,4.5364,9
4,23,6,150,133.5432,6,0.0036969333,33.0074,60.4871,5.9557,7
2,18,28,690,94.2102,3,0.0023590268,62.9333,72.1205,6.8072,6
5,24,6,300,101.7954,3,0.003125,46.3784,63.4409,5.0645,6
5,18,8,120,58.101,5,0.003648836,69.2632,62.75,2.7675,11
6,24,24,700,87.3768,7,0.0039741416,29.1639,61.16,3.6167,7
4,18,2,300,105.609,3,0.0029021744,30.9653,76.6615,5.9308,4
4,21,16,500,96.3294,6,0.0026574445,43.8897,81.9178,5.1164,4
3,28,8,320,56.9916,6,0.0028732227,36.9948,74.1031,3.433,4
2,16,72,144,74.52,5,0.0025742828,56.44,80.0995,4.9502,6
1,21,8,500,47.9412,4,0.0018378299,89.9798,94.68,4.71,5
3,25,8,400,48.4512,4,0.0024332108,46.7282,82.5714,3.5255,6
2,37,30,125,49.896,1,0.0022861665,67.6916,111.0192,4.149,6
1,20,10,20,48.1542,1,0.0025204517,54.8506,101.0971,2.9657,7
5,20,8,730,109.7706,4,0.0030917535,20.4211,61.0306,6.1397,5
3,19,20,750,100.1742,2,0.0032834866,56.9023,65.8427,5.5618,7
5,17,8,400,106.4778,7,0.0036334781,40.3228,72.5632,4.819,9
6,19,14,500,244.8762,6,0.0042900093,40.9405,46.5445,4.0431,6
4,22,30,500,75.114,6,0.0029480737,69.0286,60.9318,4.1932,4
6,16,20,650,88.6158,7,0.0044145211,38.7836,53.2216,3.3371,7
4,30,12,800,58.0584,3,0.0024920543,57.0588,102.8986,4.2174,4
3,21,10,500,62.9298,4,0.0021385587,52.3275,122.7907,5,6
1,18,8,150,84.5352,4,0.0032467532,68.1989,63.5824,4.2198,5
3,21,8,150,93.0348,7,0.0038063489,32.3279,57.634,3.9641,9
5,22,16,800,125.6172,5,0.0032088681,34.3222,59.9515,6.5121,10
4,18,12,400,85.224,4,0.0029473514,31.5229,58.5388,5.0868,6
4,18,8,450,169.0749,3,0.0030343398,25.4321,54.2439,9.5854,2
6,21,28,1155,149.2314,7,0.0038752242,41.2376,51.9339,5.157,7
3,23,6,400,103.0074,4,0.0030419156,36.4857,73.7224,5.7402,8
5,20,20,1700,254.5392,7,0.0044600854,27.122,46.9858,5.8884,10
3,16,24,500,74.0214,0,0.003709495,43.3333,60.5202,3.5426,7
3,24,28,360,189.465,8,0.0037853851,21.8641,49.1401,7.2657,3
7,25,10,900,178.8342,7,0.0047923938,34.681,46.2276,3.8166,10
2,31,12,450,47.6664,6,0.0019033949,53.033,112.3497,3.9727,9
4,24,28,1000,132.9432,3,0.0032640119,30.8777,61.6571,6.1357,4
4,22,40,500,73.8462,5,0.003633218,31.2809,59.2381,3.6583,6
3,24,2,300,75.783,6,0.0028079543,51.358,68.5738,4.8074,6
6,21,10,650,130.2642,4,0.0045525318,23.7122,45.6159,4.7423,8
6,26,8,300,120.1956,6,0.0058373241,30.6936,43.3539,3.5569,6
1,16,20,20,103.0962,5,0.0029090815,56,70.7733,6.5289,6
3,21,24,600,61.4232,0,0.002319233,50.25,94.1053,4.1053,8
4,29,10,520,52.7208,4,0.0025416579,69.0333,80.6971,3.5436,9
2,19,28,200,46.8024,3,0.0026651007,75.1111,89.2542,2.9492,5
5,29,4,500,90.7992,2,0.0031616046,53.7942,61.9344,4.0164,7
4,16,24,300,109.1106,7,0.0033205313,19.142,66.9639,5.7199,8
4,20,56,800,106.2648,3,0.0034164787,24.0976,59.1845,5.2718,5
4,23,24,1260,100.0632,2,0.0034002929,46.4742,61.7641,4.4615,6
3,25,4,200,81.8118,2,0.0027135384,37.629,66.3604,5.527,6
4,25,4,110,66.3702,5,0.002430897,59.7727,82.1124,3.9438,5
7,21,8,400,157.6344,9,0.0046587187,22.4855,48.5764,4.513,6
3,21,6,235,111.5712,2,0.0041912851,41.3687,57.1982,4.2775,7
4,20,8,600,93.4368,2,0.0028710698,39.8036,68.64,5.4711,8
5,17,10,800,82.1292,4,0.0025055066,26.0444,70.1538,5.6703,4
1,25,4,350,48.5838,6,0.0021061093,86.0308,88.2137,3.9847,6
5,18,28,1300,203.2734,6,0.0034962159,34.2301,54.7765,5.8353,5
2,25,12,850,42.8712,2,0.0025108679,82.6165,105.2537,3.1567,4
3,17,8,250,62.5908,5,0.0021435133,82.3614,89.9048,5.2024,3
5,21,12,600,129.0774,4,0.0041400496,35.6355,53.7396,4.3857,7
1,25,8,60,53.0832,2,0.0031132285,62.9429,72.6406,3.0498,6
2,16,16,300,74.5758,6,0.0041169734,45.8846,64.9017,3.3046,7
5,16,16,500,106.7148,5,0.0038428298,40.8871,58.5382,4.8193,6
1,19,10,50,87.0408,3,0.0033616977,46.0787,71.1562,3.375,3
6,19,42,1000,264.3282,4,0.0027563396,45.7079,54.6667,8.6556,4
4,18,14,500,151.278,0,0.0044192188,40.0193,52.694,5.5205,7
3,34,8,300,165.5874,3,0.0027057639,27.2,62.7442,6.6279,4
4,35,16,800,107.0412,4,0.003290382,49.993,73.2867,5.7867,7
5,27,8,1200,77.034,4,0.0023620999,36.4539,83.2676,5.162,5
5,16,36,700,90.4704,0,0.0015369752,19.5362,85.7714,10.8286,5
6,23,20,1000,152.8266,5,0.0033331729,22.7246,44.9964,7.1877,7
2,30,6,80,40.5048,7,0.0024619199,78.8116,107.4245,2.7554,6
5,18,28,1000,149.7672,3,0.0034297459,36.5507,53.6318,6.0505,6
2,26,16,100,70.9566,6,0.0032246012,41.1212,66.0252,3.5164,8
3,20,10,50,142.1322,4,0.003890794,63.7106,49.1525,4.4788,7
5,20,12,900,163.0764,4,0.0039893617,34.3687,41.3778,5.5222,5
6,24,10,670,99.3462,5,0.0030647986,30.7816,61.7829,5.0057,5
4,17,6,100,139.8048,4,0.0044296925,39.0279,45.1365,5.3064,6
4,19,10,865,101.658,1,0.0025688559,51.5417,72.6598,6.5464,5
4,26,6,200,114.522,5,0.0034239433,35.084,63.797,5.8274,9
1,32,20,750,94.2588,6,0.0025757478,44.4375,75.5514,4.3302,9
5,16,70,2000,164.7522,5,0.0039655598,26.5938,51.4553,6.4825,6
5,22,42,800,112.2768,7,0.0038533058,39.3118,54.2842,4.6515,9
2,26,8,500,86.6322,2,0.0024554109,42.2469,77.4233,6.2025,5
4,21,8,100,116.3022,0,0.0045357252,57.5593,46.4719,3.7079,5
4,21,10,180,130.4664,6,0.0045194539,31.7485,54.0537,4.8746,6
6,21,20,1000,115.8912,5,0.0027452304,46.2472,73.6983,4.7709,4
4,21,6,450,103.6962,5,0.0040985058,51.027,55.6026,4.5097,8
4,18,30,200,105.7266,8,0.0036957233,54.9778,62.8782,3.1808,7
4,25,8,100,105.6042,3,0.0025159041,49.4624,66.4714,6.5857,6
1,25,16,60,69.8094,7,0.0033932584,52.412,76.7947,3.1159,7
2,32,28,110,58.8558,1,0.0024064171,50.1229,88.0222,4.0389,3
5,18,28,400,173.874,0,0.0022652064,33.1579,56.8348,11.087,4
2,20,4,400,73.0272,2,0.0038104031,59.7531,66.9487,3.2094,8
6,22,20,1200,116.0592,5,0.0054576871,34.1753,45.0862,3.4517,9
5,17,4,500,150.9036,1,0.0031619385,27.0235,61.8692,8.257,6
4,17,6,200,83.7276,1,0.0037411268,45.3562,58.9573,4.0299,7
3,22,12,500,77.8542,4,0.0027428284,63.1111,84.367,4.2936,4
5,17,24,400,105.0756,5,0.0036917751,36.4762,58.457,4.997,9
4,21,6,750,86.523,3,0.0038450482,36.5433,54.2523,3.8692,8
1,27,14,50,58.4136,4,0.0016042408,46.2418,106.5652,6.4783,5
2,24,8,150,67.4424,7,0.0023688567,57.5515,99.6386,4.7892,6
4,16,50,50,87.1218,4,0.0034764121,45.8755,67.438,3.7231,6
4,23,14,500,107.4156,1,0.0041316263,34.8426,53.3468,4.6101,8
5,24,10,330,126.6186,8,0.0050068797,29.2245,50.4936,4.4707,7
5,23,16,730,152.7624,2,0.0043496741,21.1895,42.3583,5.6221,6
4,20,14,400,140.3412,4,0.0025632426,31.434,68.972,8.7383,3
2,29,8,300,92.841,3,0.003065067,37.9498,65.2571,5.7214,6
4,18,36,600,38.028,3,0.0020252449,77.4375,85.0543,3.5039,5
1,21,16,100,94.9017,2,0.0020265054,118,110.0952,7.381,3
4,16,28,500,102.8232,6,0.0029288013,32.3121,62.507,5.338,6
4,23,28,730,104.004,4,0.002578761,42.2061,62.3373,7.4217,7
4,24,28,600,103.8072,1,0.002288539,32.3819,71.44,7.76,7
1,23,8,60,51.5208,5,0.0022024916,52.7874,101.3438,4.1016,5
4,16,4,120,111.6846,10,0.002836328,20.2653,75.4518,6.3096,6
5,22,24,1000,191.538,8,0.0041463614,30.0693,46.1037,7.1531,7
5,16,4,275,76.2102,0,0.0034429095,34.0621,63.6037,3.6594,8
4,19,24,800,119.1048,3,0.0041577783,39.2476,58.3373,3.8005,6
3,19,20,900,59.6868,5,0.0037931839,56.5062,73.8954,2.5662,7
3,24,4,400,64.104,0,0.0017685778,34.5965,89.3565,6.1304,6
6,22,20,700,106.3542,7,0.0043737702,27.7451,47.4328,4.0782,8
6,22,16,800,150.12,5,0.0045267399,27.4608,48.7139,4.9633,6
3,20,16,200,65.6376,6,0.0033938114,49.0064,77.6762,3.4698,6
4,21,8,250,62.085,0,0.0036578681,37.341,75.6311,3.098,8
6,16,24,400,166.2996,5,0.0047984951,28.8533,40.2791,5.2126,7
4,25,10,1200,108.7014,4,0.0034855403,39.3333,67.4236,3.8166,6
5,18,20,750,116.6394,6,0.0035391636,42.2706,61.75,5.5329,8
1,23,2,200,44.8266,3,0.0021369517,58.2418,94.7541,4.0437,7
2,27,8,200,78.831,2,0.0029389378,48.5921,82.0719,5.1871,7
1,20,20,300,60.0696,0,0.0027696488,51.8104,76.1698,3.9717,7
3,20,4,500,62.0796,1,0.0017979144,70.8475,85.8667,5.75,3
4,18,10,360,89.6916,2,0.0036031589,31.3211,59.9269,4.3242,6
4,21,16,800,101.9682,2,0.0033401084,51.3415,58.9128,5.4037,9
2,30,6,500,69.9852,4,0.0026431097,82.3711,75.9309,4.5856,8
3,22,20,700,55.029,2,0.0033155202,72.8571,80.4226,2.543,8
3,20,6,50,139.575,8,0.0048546144,24.2507,48.6146,4.7109,8
2,41,8,250,54.2406,2,0.0026152337,68.0628,99.8333,2.9323,4
4,22,12,548,104.1408,1,0.0036670646,41.3385,61.9845,4.4341,4
5,20,10,1000,60.6252,5,0.0032947004,52.0285,68.0426,3.195,5
6,20,10,700,187.1844,2,0.0043229777,29.881,45.2542,7.0621,6
6,21,50,800,173.5944,4,0.0048899756,33.1451,41.875,4.25,4
3,16,42,1000,128.6142,3,0.0027541612,24.7033,55.6087,7.3804,4
5,16,10,730,133.7118,10,0.0044472681,30.8176,47.4562,4.5461,8
3,23,6,500,101.3286,5,0.002859819,45.1329,74.007,6.223,7
4,20,10,170,82.8816,5,0.0035291798,33.1236,66.7263,4.1508,4
1,17,20,100,56.5278,2,0.0021683015,58.8434,94.1429,4.4048,4
4,22,2,300,57.6762,2,0.0024328991,42.2295,96.6452,4.0968,3
3,24,12,100,77.7006,0,0.0041154098,42.7536,62.0505,3.0939,7
4,16,16,200,61.3074,4,0.0028852594,53.3274,79.8214,3.692,6
6,21,42,1000,139.9986,6,0.0046823561,26.3714,43.2589,4.8124,8
5,24,12,350,65.2284,3,0.0032279823,38.48,66.8259,3.5721,7
2,18,8,250,71.3928,3,0.0020787103,82.4774,90.3023,6.2701,3
5,25,10,900,153.9948,8,0.0037159056,45.531,50.5567,5.9897,9
4,26,8,600,93.1122,6,0.002706864,42.6296,72.5872,5.7064,5
1,23,10,100,78.1968,4,0.0025718962,51.27,71.3485,5.5795,7
1,35,8,350,66.5358,2,0.0016110487,55.15,97.9917,8.1494,7
1,20,10,50,38.3322,1,0.0019736842,60.3452,113.4141,3.4949,5
4,22,6,898,173.5266,5,0.0035181237,34.7347,44.404,6.4646,3
5,26,10,600,161.2872,8,0.0062057138,34.1931,41.3527,3.3673,6
2,16,10,150,63.261,5,0.0028740307,72.2844,95.8491,3.0708,5
5,19,4,800,107.1588,7,0.0030185927,26.0412,60.1131,6.3753,7
3,16,14,200,57.9306,0,0.0026537034,57.5467,78.9912,4.0841,8
1,29,10,500,43.6686,6,0.00208324,48.8,104.6237,4.0108,6
2,24,20,750,50.9088,3,0.0017992939,52.4615,77.9623,5.0377,4
4,18,56,1500,131.3826,4,0.0034218167,27.9652,56.329,5.5628,6
4,22,6,400,113.2158,3,0.0040409847,45.5094,55.0962,4.7343,7
4,28,6,500,71.5008,2,0.0035810333,40.5624,64.0949,3.6719,10
5,18,24,500,131.898,4,0.0018359078,25.4035,85.5172,8.8621,4
