"","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
"334",5,26,20,730,144.1116,2,0.0039673084,20.2169,51.4354,6.3273,7
"335",4,27,16,1000,131.061,4,0.0036442065,28.1775,59.9592,5.9014,7
"336",6,19,16,365,208.7706,7,0.005336501,27.0267,32.2259,5.3522,5
"337",6,24,30,2160,192.9342,5,0.0051245382,18.4,34.8605,6.3934,8
"338",4,17,10,450,59.0778,4,0.0025630116,59.3968,82.1976,4.2292,7
"339",1,22,24,100,24.9042,3,0.0018785132,75.3538,141.8931,2.4885,5
"340",6,21,28,1100,118.8882,4,0.0040719655,41.0486,53.5655,4.6491,7
"341",3,17,10,150,72.1848,4,0.0024852618,33.0058,70.3488,5.1802,6
"342",3,24,8,150,121.5486,0,0.0030192363,35.6627,74.2036,5.8144,5
"343",4,32,12,750,107.0676,1,0.0037656802,30.8,50.7524,5.1383,6
"344",6,20,10,650,194.1546,7,0.0057118317,18.5311,33.8346,4.9135,7
"345",4,28,8,650,65.3142,3,0.002117295,45.7273,85.8346,5.594,5
"346",4,24,2,800,107.4966,5,0.0031915533,25.8679,50.9835,5.5741,6
"347",5,24,8,400,129.7716,8,0.0033524525,25.2426,56.9558,6.7375,7
"348",1,30,12,150,25.4442,3,0.000993972,113.2,165.1613,4.3548,2
"349",3,19,20,900,59.6868,5,0.0037931839,56.5062,73.8954,2.5662,7
"350",3,19,20,1000,61.875,4,0.0033165268,44.925,78.4299,3.0779,8
"351",5,20,12,1460,126.27,3,0.0029206124,58.0458,72.3939,6.0606,6
"352",4,23,2,200,116.3904,6,0.0030392571,18.4336,67.1111,6.3542,5
"353",2,30,24,500,102.426,2,0.0027889379,56.7018,72.2937,6.7133,8
"354",5,19,20,1000,172.3968,5,0.0041804258,42.9873,56.4202,5.1681,5
"355",4,16,12,450,119.1558,5,0.0034057437,36.2481,61.1892,5.332,4
"356",2,16,28,300,76.8504,1,0.0019473636,42.5714,82.5089,7.2249,3
"357",5,18,28,800,84.1578,4,0.0027851901,48.8675,77.7485,4.9042,6
"358",4,20,18,600,93.306,2,0.0031356899,32.7292,59.4597,5.1273,6
"359",5,16,24,500,158.3616,4,0.0043510324,28.6006,44.4294,5.7853,9
"360",4,19,12,500,97.8444,4,0.0025980556,32.3176,56.5161,6.1437,6
"361",5,22,12,600,166.065,4,0.005717343,26.0956,34.9505,4.2679,6
"362",4,21,10,400,94.6278,4,0.0031276614,44.1412,72.6667,5.5352,8
"363",5,18,56,450,133.5036,5,0.0038734294,20.88,44.2985,5.393,7
"364",6,17,12,600,128.151,7,0.0044495629,41.0619,52.1529,4.0088,5
"365",5,16,20,850,151.1184,6,0.0045044275,17.5361,45.3359,5.2277,7
"366",5,16,36,1000,210.7992,7,0.0047286438,40.9083,47.0675,4.7843,7
"367",2,19,4,24,70.1142,2,0.002462845,63.0957,73.5517,5.2328,5
"368",5,25,10,300,208.3938,7,0.0038835296,16.7156,42.1918,8.4155,6
"369",4,20,20,100,89.091,0,0.0026631983,80.8405,77.938,6.0465,6
"370",5,23,28,500,134.388,7,0.0042205726,28.7557,48.2915,5.5955,8
"371",5,22,12,500,103.4364,3,0.0038400945,45.4662,54.0128,4.2885,5
"372",5,20,24,1098,108.012,8,0.0044659472,36.4804,49.125,4.0391,8
"373",3,16,10,480,99.8832,1,0.0036096257,45.71,57.9407,4.5037,8
"374",1,37,12,300,22.0596,3,0.0015948963,134.1128,147.5306,2.8469,9
"375",6,22,28,1260,88.3788,2,0.0039274539,40.3755,56.1626,3.9268,6
"376",3,23,4,500,56.6634,3,0.003611273,53.7803,70.4899,2.83,9
"377",4,24,2,125,89.5452,5,0.0026243228,55.0741,77.2535,6.2212,6
"378",4,22,10,270,99.0072,8,0.0030417654,56.954,76.2178,5.7736,9
"379",2,26,8,450,99.5676,5,0.0030223655,47.688,82.7333,5.9417,9
"380",2,16,16,300,74.5758,6,0.0041169734,45.8846,64.9017,3.3046,7
"381",4,24,6,500,100.4238,5,0.0032352137,48.5936,75.9155,5.1725,7
"382",4,27,8,300,105.555,7,0.0037525074,28.0185,65.9631,5.0991,8
"383",4,25,4,100,94.1214,8,0.0035622945,33.2853,57.1179,4.4744,5
"384",5,22,6,700,122.0916,1,0.0032874139,35.3625,46.7302,6.5238,6
"385",2,21,8,30,71.6754,5,0.0021199331,32.2883,83.7848,6.0987,7
"386",3,18,8,150,101.073,1,0.0026054438,33.7988,75.4118,6.8882,7
"387",1,21,20,125,60.594,1,0.0015505593,68.8727,134.2857,7.2321,4
"388",3,32,12,500,73.7952,2,0.0023558685,81.6949,90.8315,5.0787,7
"389",3,22,40,480,108.4692,3,0.0033719221,32.7104,56.654,5.4251,6
"390",2,17,10,300,70.3926,7,0.0021278804,44.3436,79.9512,5.8415,4
"391",3,23,20,550,121.3596,3,0.0037898122,59.3649,61.8721,4.7172,8
"392",3,20,20,400,119.1078,3,0.0038053013,25.8125,56.3614,5.0966,5
"393",3,23,8,400,49.0194,3,0.0008609272,89.28,149.6923,9.3077,5
"394",5,21,12,600,102.5922,4,0.0030760137,37.2857,61.9217,5.7082,8
"395",3,25,10,100,124.8396,8,0.0031786468,33.5507,66.1661,5,9
"396",2,16,4,120,88.0692,1,0.0032960258,26.8303,63.8417,4.8597,7
"397",6,21,28,1095,219.4398,10,0.0045577211,19.0363,35.7632,6.0987,6
"398",4,20,50,600,109.3722,4,0.0031807756,55.1977,56.3042,6.3746,7
"399",3,25,20,200,70.1022,5,0.0032578875,55.7176,67.9766,3.5965,4
"400",4,17,6,100,139.8048,4,0.0044296925,39.0279,45.1365,5.3064,6
"401",5,21,10,350,112.6914,4,0.003901186,47.4074,66.6092,5.1508,8
"402",3,20,12,100,87.0168,6,0.0028151684,47.3887,73.5099,5.5066,9
"403",3,22,28,800,89.5602,0,0.0025853533,62.9466,76.227,6.0035,9
"404",6,19,12,900,173.9508,9,0.0046594341,18.8718,39.71,5.6183,6
"405",2,34,14,270,37.4478,2,0.0019087925,61.8182,121.0498,3.5023,9
"406",2,18,2,200,78.2244,6,0.0023257256,48.5638,86.24,5.5733,6
"407",6,21,24,300,105.5328,6,0.0044346501,26.2623,47.3538,4.0041,9
"408",3,16,8,800,208.95,3,0.0027704668,38.2594,61.0167,7.3917,9
"409",5,21,18,334,163.7748,3,0.0036651235,24.9801,42.7632,6.5197,5
"410",6,21,16,800,263.7198,10,0.0043047783,23.5125,39.6714,6.3429,8
"411",7,19,56,1700,130.86,5,0.0031077348,18.7416,52.3111,6.6667,5
"412",6,22,30,800,204.936,5,0.0040544887,17.9545,41.3144,8.1133,6
"413",5,25,8,600,99.8568,6,0.004079038,34.1368,58.1299,4.0844,7
"414",4,19,20,600,108.4356,4,0.00379285,31.1944,54.3391,5.0381,6
"415",6,22,84,800,250.299,10,0.0044453425,28.0091,43.1273,5.1636,7
"416",6,21,8,730,130.941,10,0.0033845664,36.8047,57.2471,5.7765,2
"417",5,19,20,600,145.7352,5,0.0049837774,28.6646,42.3349,4.8216,10
"418",4,26,8,500,91.968,3,0.0033928485,26.3915,58.7518,4.4858,8
"419",4,22,12,600,190.3122,7,0.0033938815,50.3322,62.0141,4.2359,6
"420",1,17,20,100,56.5278,2,0.0021683015,58.8434,94.1429,4.4048,4
"421",5,24,12,400,153.0948,7,0.0047413793,38.67,54.2801,4.0786,8
"422",6,21,24,750,130.5,6,0.0042978208,31.7314,48.5211,4.7923,8
"423",4,24,4,100,108.4764,6,0.0018023874,47.1333,65.7705,8,4
"424",6,24,36,2000,129.5514,8,0.0048539931,26.4153,46.3413,4.2855,12
"425",5,23,2,100,69.303,5,0.0026914931,37.07,66.4262,4.6803,8
"426",5,21,30,1500,68.2158,0,0.0030508915,50.0071,68.6383,3.8901,6
"427",6,24,20,200,132.6138,10,0.0042771982,27.7068,50.439,5.0035,7
"428",4,25,24,700,106.3242,6,0.0039224158,37.8023,52.8464,4.9217,7
"429",2,21,20,600,83.4846,2,0.0025053686,29.4491,77.8797,4.5263,10
"430",6,25,10,600,147.3372,4,0.0055039249,40.2963,38.6885,3.8566,5
"431",6,19,10,150,107.481,2,0.0045780707,56.0142,47.9645,3.2128,7
"432",3,19,28,130,145.332,3,0.0036344468,32.7969,50.8244,7.0496,6
"433",5,20,8,250,108.4212,5,0.0040631217,43.1518,59.361,4.1494,7
"434",2,25,12,850,42.8712,2,0.0025108679,82.6165,105.2537,3.1567,4
"435",6,22,42,1460,134.2086,4,0.0034152149,36.6267,53.7248,6.3716,6
"436",6,17,24,1000,159.2796,4,0.0041137246,25.099,42.5645,7.0242,9
"437",3,16,12,650,73.677,3,0.0028133792,40.0748,70.8889,4.9259,2
"438",1,21,8,240,46.9962,6,0.0019884959,94.0227,90.5311,4.1017,5
"439",3,18,14,500,70.2402,4,0.0017541808,75.7966,96.1333,6.0833,4
"440",3,23,8,96,82.458,6,0.0035934497,53.8883,67.7326,3.7911,6
"441",5,20,12,500,131.7144,2,0.0032421806,41.2,68.6516,6.7602,6
"442",6,23,20,1800,176.5188,10,0.0041415278,24.644,44.8519,5.9877,7
"443",4,20,8,600,93.4368,2,0.0028710698,39.8036,68.64,5.4711,8
"444",6,22,24,700,164.3844,4,0.0061875881,19.5732,38.4059,4.0198,8
"445",4,22,20,800,85.3884,3,0.0029804589,26.9697,58.0752,5.0827,4
"446",4,27,8,900,96.3444,3,0.0027764586,47.3003,70.3026,6.4441,8
"447",5,16,42,900,137.5206,5,0.0039432177,36.6729,58.1767,4.3395,3
"448",3,17,12,670,106.9536,4,0.002641786,51.1652,78.659,7.1676,10
"449",4,24,12,730,125.5896,0,0.0029191575,22.9423,67.3876,7.2344,6
"450",3,18,20,600,97.623,0,0.0027967565,49.5676,78.8993,5.349,5
"451",1,16,24,500,61.971,4,0.0026661763,54.5043,68.2069,4.4052,5
"452",6,17,42,1000,106.5678,5,0.0039336049,34.8507,58.4283,4.378,9
"453",5,18,14,800,110.7012,2,0.0049312117,56.7308,42.2569,3.3277,13
"454",4,29,2,150,96.933,8,0.0039673732,43.5088,53.3427,4.1364,8
"455",4,18,14,730,166.299,1,0.0042728853,30.2585,42.0339,6.3017,6
"456",2,20,4,50,94.2618,1,0.002425409,21.9283,71.746,7.4087,7
"457",5,22,8,1800,149.0958,4,0.0051964249,47.9933,39.48,4.4583,10
"458",1,32,20,750,94.2588,6,0.0025757478,44.4375,75.5514,4.3302,9
"459",1,23,2,200,44.8266,3,0.0021369517,58.2418,94.7541,4.0437,7
"460",2,35,8,500,54.0468,2,0.0015763372,40.9545,128.809,6.1685,5
"461",3,21,8,410,96.6828,4,0.0034851132,39.7068,60.6475,4.6266,8
"462",4,24,20,600,115.0008,2,0.0042931185,41.635,44.5382,4.5455,6
"463",5,18,10,450,98.8128,2,0.0033263962,56.1028,70.8923,4.6436,8
"464",4,23,20,800,129.8598,5,0.0034726167,36.3934,57.5215,6.7587,11
"465",4,23,4,200,88.0788,2,0.003194216,31.6517,67.2216,4.491,7
"466",5,28,6,500,115.3374,6,0.0035871479,25.6492,55.3742,5.6074,6
"467",3,16,14,730,84.624,3,0.00290145,31.5784,66.5917,5.1051,7
"468",5,20,2,150,107.1972,2,0.0042416694,31.1111,49.0526,4.4515,7
"469",3,27,8,500,92.5044,5,0.002280689,47.6452,63.936,6.408,6
"470",5,18,28,365,127.416,3,0.002529511,28.198,63.7647,7.8333,5
"471",3,20,12,500,52.2006,7,0.0022552183,72.8529,115.7372,3.8175,6
"472",3,22,12,500,77.8542,4,0.0027428284,63.1111,84.367,4.2936,4
"473",5,22,12,800,109.2102,1,0.0033640038,34.8413,68.0474,6.0395,6
"474",4,16,40,730,138.4824,2,0.0034337734,46.5,54.1085,5.7132,3
"475",3,31,8,400,85.959,1,0.0024140567,52.5412,90.5689,6.5249,8
"476",6,17,4,720,203.2488,6,0.0036589343,20.5587,48.1894,7.7493,8
"477",5,20,42,550,175.92,6,0.0033600036,42.8725,73.2308,6.2341,6
"478",6,21,42,2000,197.1924,5,0.0036374171,41.5644,57.2566,5.3938,5
"479",6,20,24,1800,221.2698,3,0.0043931345,21.125,46.1705,6.3876,3
"480",5,22,16,300,99.1626,4,0.003675287,39.8974,65.8978,4.1423,6
"481",6,21,10,700,105.3912,9,0.0034348503,30.2525,53.1587,5.529,9
"482",5,17,14,600,168.4314,1,0.004675491,41.7025,48.6941,5.2329,8
"483",3,19,6,150,64.6416,1,0.0027594128,53.5776,78.2944,4.2284,6
"484",3,18,10,300,85.578,3,0.0032550241,54.0364,78.9565,5.4819,7
"485",4,19,10,200,104.9094,4,0.0039194381,46.0943,64.505,4.2723,5
"486",5,21,30,320,174.654,8,0.0037748361,37.692,55.9122,5.8834,10
"487",4,20,28,700,57.0798,3,0.002716448,88.064,80.23,3.639,12
"488",5,16,70,2000,164.7522,5,0.0039655598,26.5938,51.4553,6.4825,6
"489",1,19,10,50,61.6098,7,0.0026287606,86.2291,84.5802,3.608,8
"490",6,22,42,2200,247.9752,7,0.0046752905,21.8495,41.8529,5.8905,6
"491",5,20,4,160,137.061,6,0.0035275704,27.3836,56.9693,5.8123,8
"492",5,17,24,365,200.9172,8,0.0036062196,54.3652,62.9957,4.6883,6
"493",3,19,10,300,121.377,2,0.0031666667,50.0769,52.6699,6.5837,6
"494",4,20,20,700,75.9204,5,0.0032345165,31.7205,59.5826,4.3652,7
"495",4,21,20,500,134.7708,3,0.0044415429,35.256,48.5398,4.7711,6
"496",5,20,28,1350,97.2672,6,0.0034845709,40.2067,57.7423,4.4588,9
"497",3,17,6,500,95.565,2,0.0026696521,52.3704,75.3733,6.2719,7
"498",6,16,20,780,124.6896,5,0.003218507,20.4384,56.3276,5.8259,6
"499",1,19,14,30,47.2152,5,0.0019440493,71.6543,100.6829,3.7561,5
"500",7,23,14,750,166.5456,6,0.0040653138,18.4845,49.2562,6.1219,7
"501",6,17,14,300,207.576,5,0.0057650801,20.5235,37.9901,4.9458,7
"502",4,16,16,200,61.3074,4,0.0028852594,53.3274,79.8214,3.692,6
"503",4,21,12,1000,113.871,0,0.0044853061,31.102,46.4072,4.543,10
"504",6,18,10,430,166.902,4,0.0031308411,31.4286,52.6866,7.3209,5
"505",3,27,6,120,58.6008,3,0.0021120241,37.5,104.9863,4.6712,4
"506",5,21,8,650,169.3164,6,0.0042391383,49.8065,52.5064,5.4571,8
"507",4,17,20,1000,154.2318,4,0.0033603957,20.5141,54.64,6.208,5
"508",3,16,24,300,81.0702,0,0.0026201898,47.48,75.0846,5.0796,6
"509",7,19,28,1466,234.7176,8,0.004602036,15.0575,43.1519,7.0774,7
"510",5,20,4,200,108.8298,5,0.0035143256,48.5057,64.3511,4.6832,6
"511",4,21,2,255,84.5652,4,0.0034242097,54.0383,75.8759,4.1551,10
"512",5,19,10,500,113.9034,3,0.0035267912,31.7876,54.8421,5.2982,5
"513",5,16,12,600,81.711,1,0.0033338754,49.1755,66.5691,4.3902,7
"514",1,30,2,60,100.0932,6,0.0032496495,53.377,66.7582,5.2092,7
"515",6,19,36,1500,184.6338,8,0.0063810201,30.7126,32.7738,3.9557,10
"516",1,19,4,60,68.4336,0,0.0023212773,84.0949,91.9054,4.8851,11
"517",4,22,2,300,57.6762,2,0.0024328991,42.2295,96.6452,4.0968,3
"518",5,16,10,800,151.8942,4,0.003104893,26.439,47.759,6.6988,3
"519",5,18,10,800,190.323,4,0.003643459,23.4857,44.2085,7.4028,5
"520",3,19,14,90,109.4916,0,0.001719283,30.6349,82.2362,10.3465,6
"521",5,22,6,300,146.9736,0,0.0044853479,31.3309,44.8,4.5889,4
"522",7,25,10,900,178.8342,7,0.0047923938,34.681,46.2276,3.8166,10
"523",4,26,16,1000,75.3984,3,0.0033093497,33.5301,78.3063,3.8679,7
"524",4,28,8,600,63.6066,2,0.0025002874,47.3064,86.9195,4.5115,7
"525",4,25,10,1200,108.7014,4,0.0034855403,39.3333,67.4236,3.8166,6
"526",6,23,28,1260,240.7638,5,0.0040036605,33.2086,66.8857,5.7857,4
"527",6,20,16,900,127.6602,5,0.0033443826,22.6667,64.6372,6.4779,6
"528",3,41,14,800,77.6472,2,0.0016730261,56.1062,88,8.0439,7
"529",2,18,24,730,64.8402,5,0.0021898361,63.687,81.3103,4.6379,6
"530",3,22,4,105,96.4476,6,0.002863746,37.7647,74.9942,4.9357,5
"531",4,21,12,400,162.0864,0,0.004021715,30.5304,54.5234,6.2452,8
"532",5,24,12,240,67.2102,4,0.0025796321,33,86.8323,4.6522,3
"533",5,19,4,550,132.8766,4,0.0038984973,39.1354,60.1455,5.0442,9
"534",4,23,42,1260,107.0388,3,0.003779057,34.8105,58.7326,4.8314,7
"535",1,35,12,250,33.6204,1,0.0022181574,91.581,124.3602,2.4218,7
"536",5,17,6,300,135.9282,6,0.0045549582,31.3235,48.0984,4.9164,7
"537",5,22,12,100,99.5784,5,0.0038801494,51.619,56.5831,4.4136,8
"538",5,19,10,700,129.9594,6,0.0044465742,24.6131,54.5865,5.1504,6
"539",1,21,6,12,47.0112,0,0.0025627045,61.5143,88.0851,3.2411,4
"540",5,26,4,100,111.9732,5,0.0042317957,42.8692,57.0871,4.536,9
"541",3,18,4,50,69.8706,8,0.0028262158,65.1858,77.9773,4.3414,7
"542",6,18,42,2200,181.6236,8,0.003952099,33.4899,47.9331,5.7759,6
"543",3,19,42,1050,134.4354,0,0.0029560811,49.3798,63.1506,7.1351,7
"544",4,27,12,1200,65.6622,2,0.0031614127,58.3597,73.8571,3.5286,6
"545",6,20,24,1400,239.3442,4,0.0027074342,44.303,56,6.9398,5
"546",4,18,8,50,74.8782,4,0.0024778542,31.5723,83.025,4.7562,6
"547",4,19,24,800,119.1048,3,0.0041577783,39.2476,58.3373,3.8005,6
"548",4,19,28,1782,128.3844,4,0.004398076,38.0609,55.8785,4.7139,8
"549",3,33,10,400,86.6238,5,0.0024343193,42.4381,87.9245,6.3774,5
"550",6,20,8,100,115.0548,3,0.0034277128,45.7869,56.2466,5.726,7
"551",3,21,20,100,88.0062,1,0.0035187668,82.5817,60.1905,4.3452,6
"552",3,30,8,800,62.259,4,0.0026054106,49.841,82.1333,4.2958,7
"553",5,21,24,1500,170.0796,4,0.0045203415,34.8524,45.4667,5.8222,9
"554",2,19,10,100,41.6328,3,0.0019227458,42.3759,103.7612,4.0896,6
"555",5,27,10,150,164.4894,8,0.0049027083,40.0312,43.3468,4.633,9
"556",6,21,10,500,180.1512,9,0.0032874004,33.0131,53.7516,7.0218,6
"557",1,17,6,100,102.5208,3,0.0023025151,20.6234,70.6154,7.7692,5
"558",2,23,20,75,59.9622,6,0.0023284759,38.9518,92.8649,4.7177,6
"559",2,23,42,400,99.4476,2,0.0029070689,27.5738,63.4332,5.7738,7
"560",3,26,2,200,57.9156,5,0.001587676,80.3218,128.16,6.2286,7
"561",2,28,4,160,73.9896,5,0.0031406394,46.8152,66.7425,4.2276,6
"562",5,21,28,730,144.4626,4,0.0041134372,28.3265,47.4146,5.2846,5
"563",4,28,10,900,105.8148,2,0.0035864194,26.6914,61.9259,4.1704,6
"564",5,28,8,750,179.0754,4,0.0048393707,30.7276,39.355,6.2541,7
"565",6,19,24,1000,132.9258,5,0.0045866118,24.9762,45.1207,4.9052,7
"566",3,18,12,700,64.77,2,0.0029188089,42.3926,76.4648,3.9358,6
"567",6,17,10,500,137.0124,9,0.0029676259,21.3565,61.3506,7.8139,6
"568",5,28,8,500,72.816,0,0.0031290001,22.6514,63.2045,4.2955,3
"569",6,17,28,1344,183.2838,0,0.0047617323,26.7634,38.6008,5.2205,7
"570",2,20,12,400,103.2642,1,0.0029880478,39.3204,66.8599,6.2609,6
"571",5,20,30,550,162.3726,5,0.00422682,38.2569,48.2922,6.2511,4
"572",4,24,6,200,123.9822,7,0.0037065088,28.4969,54.6997,5.9536,8
"573",4,27,6,300,59.064,4,0.0033466867,67.26,67.8005,3,6
"574",2,27,8,50,84.489,3,0.0033234029,76.7712,73.5307,3.7949,8
"575",4,26,2,200,110.8644,7,0.0038856508,47.7673,62.9464,4.8036,9
"576",6,17,6,1000,165.6588,5,0.0042593654,25.816,37.6391,5.5291,7
"577",1,19,10,50,87.0408,3,0.0033616977,46.0787,71.1562,3.375,3
"578",3,20,24,325,137.3052,1,0.0032929124,31.392,61.1429,5.4286,5
"579",4,26,6,200,97.2954,4,0.0036866852,31.7674,53.8203,4.7855,5
"580",4,24,8,100,69.8718,5,0.0034413122,35.3754,72.6108,3.5359,6
"581",6,18,28,1200,181.971,6,0.0041060178,19.4271,49.5556,6.7381,8
"582",6,22,24,2000,179.8236,6,0.0036718072,38.5388,49.4909,5.2318,7
"583",6,24,8,250,71.1426,4,0.00246744,71.5,72.2887,4.299,4
"584",3,25,8,400,48.4512,4,0.0024332108,46.7282,82.5714,3.5255,6
"585",3,21,2,200,72.5712,4,0.0035147878,49.1534,62.9268,3.7561,4
"586",5,23,16,900,252.1404,6,0.0051660655,34.0292,41.7455,4.4618,5
"587",5,22,20,500,118.8228,6,0.0039745126,43.7769,57.8254,4.9524,6
"588",5,20,2,250,117.7332,1,0.0032664659,28.1045,54.9145,5.5093,7
"589",2,16,42,900,65.6202,3,0.00334491,59.1282,71.5234,3.3957,6
"590",2,22,6,500,97.632,6,0.0024074739,55.5489,92.7463,5.8358,5
"591",5,20,24,1500,77.3274,6,0.0031805734,36.6667,65.4169,4.4687,10
"592",5,25,20,1000,155.262,1,0.0027632405,47.9087,76.1212,6.947,6
"593",6,16,28,1000,197.7714,6,0.0040205269,25.4949,40.1608,6.6683,6
"594",5,16,56,1500,186.132,6,0.0054137129,22.8615,34.7417,4.9309,7
"595",6,23,12,1000,101.2134,6,0.0039647702,36.5868,61.3214,4.0839,7
"596",3,21,32,300,80.7408,1,0.0035380272,37.07,59.1421,4.1072,9
"597",4,21,16,612,109.4994,2,0.0045128795,41.2632,52.6742,4.2734,7
"598",6,20,14,750,164.9736,6,0.0047193026,28.8134,45.2439,5.8883,6
"599",3,24,42,1260,146.6124,5,0.0026729753,56.6047,52.1839,7.4368,4
"600",6,17,30,1000,205.4028,9,0.0055736473,20.7805,31.6554,5.1498,8
"601",2,24,24,600,78.1326,6,0.0035934039,38.268,58.4795,3.3288,6
"602",6,22,12,1000,209.148,5,0.0026192836,50.9589,80.973,6.8784,3
"603",6,21,20,1000,156.1536,7,0.0040020349,41.9108,50.0847,5.6377,9
"604",4,30,10,200,69.9612,4,0.002925755,44.6475,75.3548,4.043,6
"605",4,25,24,800,66.417,4,0.0036076683,60.2829,64.983,3.1436,7
"606",5,22,16,1000,134.6574,3,0.0037228276,34.8308,49.3333,5.2414,6
"607",3,20,10,850,118.551,6,0.0039985846,41.3728,58.6667,4.7994,8
"608",4,22,12,600,130.0248,2,0.004227673,23.0385,46.7348,5.0671,7
"609",4,16,28,700,106.4712,5,0.0029088986,87.2548,68.3636,5.8182,7
"610",4,24,14,700,72.2544,6,0.0025131369,47.6806,95.6818,4.6742,6
"611",5,26,8,400,101.4906,5,0.0027472527,29.2966,70.4268,6.6159,9
"612",4,28,14,200,131.556,2,0.0027318258,54.9371,79.6111,3.5694,7
"613",2,24,8,150,67.4424,7,0.0023688567,57.5515,99.6386,4.7892,6
"614",4,17,6,50,89.6142,7,0.0030594248,73.6047,72.3647,5.1941,7
"615",5,30,10,600,151.698,4,0.0047585404,35.3348,44.7686,4.9105,8
"616",5,18,16,950,372.6426,6,0.0041592688,33.2198,48.9565,6.6067,5
"617",4,21,10,730,91.311,8,0.0029548832,35.4269,70.5714,5.4257,7
"618",1,20,8,500,49.7838,0,0.0024974709,58.9492,92.27,3.8101,7
"619",3,18,20,250,52.8486,6,0.002117563,49.5273,98.747,4.1627,6
"620",5,24,12,800,128.7654,8,0.0035560071,43.4251,51.7857,6.1607,5
"621",4,20,10,700,99.3978,4,0.0035089258,57.5423,62.8125,4.9344,6
"622",5,18,28,711,145.8528,6,0.0036449016,23.9138,42.2822,6.2393,5
"623",2,36,12,300,67.7856,4,0.0023787301,76.2732,104.1744,5.188,9
"624",2,23,10,800,62.4576,0,0.0015051606,77.0732,102.4762,5.7381,5
"625",6,21,28,1300,103.8936,9,0.0027685701,24.137,66.0408,6.2381,4
"626",3,28,42,1260,84.666,10,0.0031624813,39.3606,63.9556,4.7704,8
"627",3,24,2,100,42.7758,3,0.0024547147,67.7913,103.1034,3.069,2
"628",4,22,20,1200,120.7014,5,0.0036128638,44.8387,60.9175,4.8089,5
"629",3,20,10,300,55.4748,4,0.0022473313,41.7902,91.0556,4.5972,6
"630",3,22,20,150,69.0534,3,0.002772689,33.5426,63.6607,4.6964,5
"631",6,17,20,900,194.9988,5,0.0047732697,21.988,36.119,6.0476,5
"632",5,16,4,1000,125.0142,3,0.0038592123,34.2353,50.2991,5.2141,7
"633",4,25,30,2200,93.9396,3,0.0018257832,44.4118,79.0725,8.1739,5
"634",6,26,8,300,120.1956,6,0.0058373241,30.6936,43.3539,3.5569,6
"635",5,17,56,540,199.6854,1,0.0047902641,25.3831,33.9054,6.7095,7
"636",1,27,8,250,141.6282,6,0.0027074794,39.9024,69.6667,9.5243,7
"637",4,27,24,1000,95.1204,4,0.0019844645,42.5612,90.8,8.4071,6
"638",5,17,20,400,108.5178,8,0.0041048237,30.2566,57.3936,4.6497,11
"639",3,16,10,730,125.4156,8,0.0040750465,31.6233,50.0134,5.0828,9
"640",2,22,8,150,74.6136,2,0.0034621232,47.0622,61.1647,3.864,8
"641",3,25,16,500,56.9742,5,0.0023169873,38.7966,90.8017,4.5865,9
"642",5,24,16,800,138.0072,10,0.0041468174,29.9583,53.9239,5.3564,7
"643",4,17,10,730,101.8224,2,0.0042487796,22.5053,49.078,3.7092,7
"644",3,24,8,600,105.7434,6,0.0029997945,44.1375,65.3014,5.9349,7
"645",5,26,16,500,140.6622,5,0.0055028752,30.6967,44.1038,4.1869,9
"646",2,25,10,1000,51.0624,0,0.002739331,58.6041,89.3918,3.3509,6
"647",3,37,6,600,44.9682,6,0.001922985,74.575,99.9503,3.9193,6
"648",5,24,12,500,149.3976,3,0.004878897,24.3109,43.8574,5.0398,7
"649",4,25,16,2000,57.7134,2,0.0022938092,41.5556,86.1978,4.5495,2
"650",4,22,20,250,139.4802,6,0.003098801,35.854,52.7418,7.0182,8
"651",4,24,8,50,95.0334,5,0.0030678398,48.3788,73.3434,5.4868,6
"652",5,23,28,1500,141.1818,4,0.0042035078,43.7003,48.5057,5.7414,8
"653",3,19,40,50,61.0182,6,0.0031667935,66.6207,71.8798,3.3734,6
"654",5,17,6,400,162.6186,7,0.004355992,22.1146,46.3169,6.0805,6
"655",4,22,20,750,114.8028,4,0.0032184665,30.7786,60.9302,6.686,8
"656",5,24,10,1500,126.168,5,0.0043208892,31.9259,52.1723,4.6954,5
"657",1,25,16,60,69.8094,7,0.0033932584,52.412,76.7947,3.1159,7
"658",6,20,16,1150,155.5842,5,0.004168286,29.8411,49.0163,5.4312,6
"659",2,43,10,730,86.0586,5,0.0025102175,50.0606,79.9598,4.3568,7
"660",6,17,14,1000,175.5162,5,0.003815134,32.187,46.6528,6.2358,7
"661",3,27,28,300,102.8652,7,0.0025453698,58.9732,65.1756,7.5115,9
"662",4,27,12,850,107.1156,7,0.0038416241,50.4322,59.5474,4.3139,7
"663",5,19,8,500,188.76,2,0.004339538,22.2383,47.0904,5.9328,6
"664",5,18,4,500,145.1982,6,0.0054246054,32.0604,44.1041,4.1219,12
"665",5,29,10,500,106.0896,10,0.0032380441,43.8694,59.9527,5.6982,9
"666",2,17,36,200,96.0708,3,0.0035269001,94.1456,64.3874,4.1913,8
"667",4,26,36,730,65.8302,4,0.0030104045,32.5818,75.7462,3.858,7
"668",4,21,16,450,132.7152,8,0.0045307291,30.9195,48.1865,5.0751,6
